place_id,place_name,place_description,category,city,price,rating,description_location,place_img,gallery_photo_img1,gallery_photo_img2,gallery_photo_img3,,,
149,Lava Bantal,"Wilayah DIY menawarkan sejumlah potensi wisata, terlebih pariwisata berbasis sungai. Salah satunya yang kini menjadi salah satu favorut wisatawan adalah Lava Bantal yang berada di Kecamatan Berbah, Kabupaten Sleman. Sesuai namanya, objek wisata ini menawarkan batuan yang diduga berasal dari lava pijar dari gunung api bawah laut yang mengering selama kurun waktu ratusan tahun lalu. Terhampar di Sungai Opak, batuan tersebut menjadi pemandangan unik yang mampu menyita perhatian para pelancong. Konon keberadaan Lava Bantal berkontribusi besar terhadap terbentuknya Pulau Jawa. Fenomena alam seperti yang terjadi di Lava Bantal ini sangat jarang terjadi. Di Pulau Jawa fenomena sejenis hanya bisa ditemukan di Karangsambung (Kebumen), Ciletuh (Jawa Barat), dan di Berbah (DIY). Dengan latar belakang sejarah geologi yang panjang, sejak 2 Oktober 2014 silam pemerintah telah menetapkan objek wisata ini sebagai geo heritage. Artinya, semua keunikan geologis yang ada di objek wisata tersebut tergolong sebagai objek yang dilindungi oleh pemerintah.","Budaya,Cagar Alam",Yogyakarta,"Rp5,000",4.4,"Jl. Berbah - Prambanan, Jragung, Kalitirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/149.%20Lava%20Bantal/main/Lava-Bantal-1200x900.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/149.%20Lava%20Bantal/gallery_photo/Lava-Bantal-sumber-ig-donniarcapada.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/149.%20Lava%20Bantal/gallery_photo/Obyek-Wisata-Lava-Bantal-sumber-ig-ini.sleman.jpg,,,,https://www.google.com/maps/search/Lava+Bantal
150,Ledok Sambi,"Desa wisata Ledok Sambi merupakan desa yang mempunyai nuansa alami asli Jogja, yang berlokasi dekat dengan Gunung Merapi atau berada di Jl. Kaliurang Km. 19,2 Padukuhan Sambi Desa Pakembinangun Kec. Pakem Kabupaten Sleman Daerah Istimewa Yogyakarta. Pemandangan alam yang indah dapat memberikan kesejukan, kesegaran dan ketentraman hati. Sepanjang mata memandang di Desa wisata ini anda akan disuguhkan bentangan luasnya persawahan yang alami dan asri dan juga pepohonan yang hijau nan rindang serta kejernihan air yang dimiliki wilayah Desa Wisata Ledok Sambi. Rumah-rumah Tradisional khas Jogja yang luas dijadikan sebagai tempat bermain sambil menikmati udara sejuk yang menenangkan hati jiwa dan pikiran.",Cagar Alam,Yogyakarta,Gratis,4.6,"No.KM. 19, Jl. Kaliurang No.2, Area Sawah, Pakembinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/150.%20Ledok%20Sambi/main/a8d7079d-d3a9-4ca4-a1ba-69fde0ff548d_xs.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/150.%20Ledok%20Sambi/gallery_photo/5fd96dab63fa0.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/150.%20Ledok%20Sambi/gallery_photo/ledok-sambi-ecopark.jpg,,,,https://www.google.com/maps/search/Ledok+Sambi
151,Museum Ullen Sentalu,"Mengunjungi Museum Ullen Sentalu memberikan pengalaman yang mendalam tentang kekayaan budaya Jawa. Para pengunjung dapat menikmati pameran seni yang indah, belajar tentang tradisi dan kehidupan Jawa, serta mendalami cerita-cerita sejarah dan legenda yang terkait dengan Jawa",Budaya,Yogyakarta,"Rp100,000",4.7,"Jl. Boyong No.KM 25, Kaliurang, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/151.%20Museum%20Ullen%20Sentalu/main/ullen_teaser_46_201901171654348z7kfe-transformed.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/151.%20Museum%20Ullen%20Sentalu/gallery_photo/6162975c12275.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/151.%20Museum%20Ullen%20Sentalu/gallery_photo/Museum-Ullen-Sentalu-%40iphann-e1580195909215.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/151.%20Museum%20Ullen%20Sentalu/gallery_photo/museum-ullen-sentalu.jpeg,,,https://www.google.com/maps/search/Museum+Ullen+Sentalu
152,Pantai Baron,"Pantai Baron terletak di Gunungkidul, Yogyakarta, dan menawarkan pesona alam yang memikat. Dengan pasir putih yang halus, air laut yang jernih, dan pemandangan yang menakjubkan, pantai ini menjadi daya tarik bagi wisatawan lokal maupun internasional. Selain menikmati keindahan pantai, pengunjung juga dapat menjelajahi gua-gua yang berdekatan atau melihat kapal-kapal nelayan yang berlabuh di sepanjang pantai. Pantai Baron juga terkenal dengan ombaknya yang cukup tinggi, sehingga menjadi tempat yang ideal bagi para peselancar yang mencari tantangan. Keindahan alam, kegiatan menarik, dan budaya lokal yang kaya membuat Pantai Baron menjadi destinasi yang tidak boleh dilewatkan di Yogyakarta.","Bahari,Cagar Alam",Yogyakarta,"Rp10,000",4.4,"Desa Kemadang, Kecamatan Tanjungsari, Kabupaten Gunungkidul, Yogyakarta, Indonesia.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/152.%20Pantai%20Baron/main/637765a9d2b35.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/152.%20Pantai%20Baron/gallery_photo/pantai-baron-jogja-fasilitas-lokasi-rute-jam-buka-dan-harga-tiket-c1uDkIxcvQ.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/152.%20Pantai%20Baron/gallery_photo/pantai-baron.jpg,,,,https://www.google.com/maps/search/Pantai+Baron
153,Pantai Drini,"Pantai Drini adalah sebuah pantai yang terletak di Gunungkidul, Yogyakarta. Pantai ini menawarkan keindahan alam yang memesona dengan pasir putihnya yang halus dan ombak yang tenang. Pemandangan pantai yang dihiasi dengan tebing-tebing karang menjadikan Pantai Drini sangat menarik bagi pengunjung. Selain itu, suasana pantai yang sejuk dan tenang membuatnya menjadi tempat yang ideal untuk bersantai dan menikmati keindahan alam yang indah.","Bahari,Cagar Alam",Yogyakarta,"Rp10,000",4.5,"Desa Banjarejo, Kecamatan Tanjungsari, Kabupaten Gunungkidul, Yogyakarta.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/153.%20Pantai%20Drini/main/Pantai-Drini-Gunung-Kidul-Jogja.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/153.%20Pantai%20Drini/gallery_photo/%40agungattriano-819x1024.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/153.%20Pantai%20Drini/gallery_photo/Pantai_Drini_Top_View.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/153.%20Pantai%20Drini/gallery_photo/pantai-drini1.jpg,,,https://www.google.com/maps/search/Pantai+Drini
154,Pantai Goa Cemara,"Pantai Goa Cemara adalah pantai yang terletak di Yogyakarta, Indonesia. Pantai ini terkenal dengan pasir putihnya, air laut yang jernih, dan keindahan tebing batu karang yang menjulang tinggi. Di sepanjang pantai terdapat pepohonan cemara yang memberikan nuansa yang sejuk. Pantai Goa Cemara juga memiliki ombak yang cukup tenang, cocok untuk berenang atau bersantai. Pengunjung dapat menikmati pemandangan spektakuler serta mengambil foto indah di tepi pantai yang menawan ini.","Bahari,Cagar Alam",Yogyakarta,"Rp4,000",4.3,"Jl. Lintas Sel., Patihan, Gadingsari, Kec. Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55763",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/154.%20Pantai%20Goa%20Cemara/main/Pantai-Goa-Cemara.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/154.%20Pantai%20Goa%20Cemara/gallery_photo/Pantai-Goa-Cemara-sumber-ig-freedtys25.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/154.%20Pantai%20Goa%20Cemara/gallery_photo/pantai-goa-cemara-1248x703.jpg,,,,https://www.google.com/maps/search/Pantai+Goa+Cemara
155,Pantai Greweng,"Di Kabupaten Gunungkidul, tidak sulit memilih pantai yang masih sepi dan indah. Pantai Greweng yang berada di Kecamatan Girisubo adalah satu di antaranya. Tidak hanya cantik, pantai ini juga dikenal sebagai destinasi untuk berkemah. Namun, siapkan energi lebih untuk mencapai lokasinya yang terpencil.","Bahari,Cagar Alam",Yogyakarta,"Rp5,000",4.6,"Jl. Pendowo, Pendowo, Jepitu, Kec. Girisubo, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55883",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/155.%20Pantai%20Greweng/main/Pantai-Greweng.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/155.%20Pantai%20Greweng/gallery_photo/Pantai-Greweng%20(1).jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/155.%20Pantai%20Greweng/gallery_photo/pantai%20greweng.jpg,,,,https://www.google.com/maps/search/Pantai+Greweng
156,Pantai Indrayanti ,"Pantai Indrayanti menawarkan keindahan alam yang menakjubkan. Hamparan pasir dan birunya laut menjadi pesona yang tiada dua. Pantai Indrayanti merupakan salah satu tempat wisata Yogyakarta yang menjadi rekomendasi bagi wisatawan. Jika kamu merasa jenuh di Malioboro, pantai ini bisa menjadi pilihannya.","Bahari,Cagar Alam",Yogyakarta,"Rp10,000",4.5,"Dusun Ngasem, Desa Tepus, Kecamatan Tepus, Gunung Kidul, Yogyakarta",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/156.%20Pantai%20Indrayanti/main/20160709111429-transformed.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/156.%20Pantai%20Indrayanti/gallery_photo/1.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/156.%20Pantai%20Indrayanti/gallery_photo/Pantai-Indrayanti.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/156.%20Pantai%20Indrayanti/gallery_photo/ezgif.com-webp-to-jpg.jpg,,,https://www.google.com/maps/search/Pantai+Indrayanti+
157,Pantai Jogan,"Pantai Jogan adalah objek wisata pantai yang terletak di Dusun Duwet, Purwodadi, Tepus, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta. Lokasinya berjarak kurang lebih 74 km dari Pusat kota Yogyakarta. Pantai ini terletak di jajaran pegunungan Gunungkidul, yang memberikan pemandangan alam tebing dan air terjun yang mengarah ke laut lepas.","Bahari,Cagar Alam",Yogyakarta,"Rp5,000",4.4,"Dusun Duwet, Purwodadi, Tepus, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/157.%20Pantai%20Jogan/main/Pantai-Jogan-Gunungkidul-1.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/157.%20Pantai%20Jogan/gallery_photo/Pantai-Jogan-Gunungkidul.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/157.%20Pantai%20Jogan/gallery_photo/lensakulo.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/157.%20Pantai%20Jogan/gallery_photo/pantai-jogan-gunungkidul-pantai-dengan-air-terjun-by-stectonikazis.jpg,,,https://www.google.com/maps/search/Pantai+Jogan
158,Pantai Jungwok,"Pantai Jungwok adalah pantai yang terletak di Desa Jepitu, Kecamatan Girisubo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta. Pantai Jungwok merupakan salah satu pantai yang memiliki panorama yang indah dengan pasir putih yang khas dari pantai di Gunung Kidul. Pantai Jungwok terletak di sebelah Timur Pantai Wediombo dan di sebelah Barat Pantai Ngusalan. Jarak Pantai Jungwok dari Kota Wonosari sekitar 40 km. Akses jalan menuju Pantai Jungwook masih cukup sulit, itu dikarenakan jalan yang masih belum diaspal. Pantai Jungwok sering menjadi destinasi wisata karena tempatnya yang nyaman untuk berkemah.","Bahari,Cagar Alam",Yogyakarta,"Rp5,000",4.6,"Desa Jepitu, Kecamatan Girisubo, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/158.%20Pantau%20Jungwok/main/Pantai-Jungwok.png,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/158.%20Pantau%20Jungwok/gallery_photo/1095076737.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/158.%20Pantau%20Jungwok/gallery_photo/Lokasi-Pantai-Jungwok.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/158.%20Pantau%20Jungwok/gallery_photo/Pantai-Jungwok.jpg,,,https://www.google.com/maps/search/Pantai+Jungwok
159,Pantai Kesirat,"Pada umumnya pantai identik dengan pasirnya bukan, namun pantai kesirat memiliki keunikan tersendiri yang akan anda temukan disini. Pantai kesirat tidak memiliki pasir namun anda akan menemukan tebing tebing yang memeiliki struktur yang cantik kemudian anda kana menikmati pantai di atasnya, tempat ini juga sangat cocok untuk menikmati sunset. Keindahan pantai ini membuat semua orang tidak bisa melupakannya seperti janji mantan hehee.. pantai kesirat memiliki spot spot foto yang instagramable banget cocok sekali untuk kamu yang suka berfoto. Keunikan lain yang menjadi ciri khas dari wisata Pantai Kesirat adalah hadirnya sebuah pohon yang tampak berdiri kokoh yang menjadi ikon dari tempat wisata ini. Banyak wisatawan yang memanfaatkan pohon ini sebagai latar belakang foto mereka.","Bahari,Cagar Alam",Yogyakarta,"Rp5,000",4.6,"Dusun Karang, Desa Girikarto, Kecamatan Panggang, Kabupaten Gunung Kidul, Yogyakarta, Indonesia.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/159.%20Pantai%20Kesirat/main/Pantai-Kesirat%20(1).jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/159.%20Pantai%20Kesirat/gallery_photo/Camp-Seru-Di-Pantai-Kesirat-1024x768.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/159.%20Pantai%20Kesirat/gallery_photo/Pantai-Kesirat.jpg,,,,https://www.google.com/maps/search/Pantai+Kesirat
160,Pantai Krakal,"Pantai krakal merupakan pantai strategis untuk singgah, selain bisa menikmati panorama laut, wisatawan juga bisa mencicipi kuliner laut. Terdapat icon berupa bangunan berbentuk ikan diatas bukit yang sering dijadikan tempat foto.","Bahari,Cagar Alam",Yogyakarta,"Rp10,000",4.5,"Desa Ngestirejo, Kecamatan Tanjungsari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/160.%20Pantai%20Krakal/main/pantai-krakal.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/160.%20Pantai%20Krakal/gallery_photo/Pantai-Krakal%20(1).jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/160.%20Pantai%20Krakal/gallery_photo/jembatan-pantai-krakal-min.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/160.%20Pantai%20Krakal/gallery_photo/pantai-krakal.jpg,,,https://www.google.com/maps/search/Pantai+Krakal
161,Pantai Nglambor,"Pantai Nglambor adalah sebuah pantai eksotis yang terletak di Kelurahan Purwodadi, Kecamatan Tepus, Gunung Kidul, Daerah Istimewa Yogyakarta. Lokasinya persis di sebelah barat dari Pantai Siung dan sebelah timur dari Pantai Jogan. Jaraknya kurang lebih 74 km dari pusat kota Jogja, pantai ini menawarkan panorama pantai yang indah. Terdapat dua batu karang besar yang menyerupai kura-kura persis di depan teluknya.\nAir lautnya yang jernih menjadikan pengunjung bisa dengan leluasa melihat karang, rumput laut, ikan dengan berbagai warna berkejaran, dan aneka biota laut lainnya dari permukaan air. Para pengunjung pun bisa melakukan snorkeling dan berenang di pantai ini tanpa harus khawatir tergulung ombak besar karena memang lokasinya pantainya yang berada di teluk.Seringkali pengunjung berasal dari luar kota bahkan luar negeri, seperti turis dari Belanda, Prancis dan Singapura","Bahari,Cagar Alam",Yogyakarta,"Rp10,000",4.4,"Kelurahan Purwodadi, Kecamatan Tepus, Gunung Kidul, Daerah Istimewa Yogyakarta.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/161.%20Pantai%20Nglambor/main/11dbe584f41e5c87bb693df8e1cf36ad.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/161.%20Pantai%20Nglambor/gallery_photo/IMG_5178.JPG,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/161.%20Pantai%20Nglambor/gallery_photo/dev-nglambor-pantai-cantik-di-gunungkidul.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/161.%20Pantai%20Nglambor/gallery_photo/jembatan-pulau-nglambor.jpg,,,https://www.google.com/maps/search/Pantai+Nglambor
162,Pantai Ngrenehan,Pantai Ngrenehan merupakan\npantai nelayan. Terletak di desa Kanigoro\nKecamatan Saptosari kurang lebih 30 km di sebelah selatan kota Wonosari. Suatu pantai berupa teluk yang dikelilingi hamparan perbukitan kapur dan memiliki panorama yang sangat memukau dengan deburan ombak menerpa pasir putih. Para wisatawan dapat menyaksikan aktivitas kegiatan nelayan dan menikmati ikan siap saji atau membawa ikan segar sebagai oleh-oleh.,"Bahari,Cagar Alam",Yogyakarta,"Rp3,000",4.4,"Desa Kanigoro, Kecamatan Saptosari, Kabupaten Gunung Kidul, Provinsi Yogyakarta.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/162.%20Pantai%20Ngrenehan/main/Pantai-Ngrenehan.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/162.%20Pantai%20Ngrenehan/gallery_photo/62e8f41295a5f.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/162.%20Pantai%20Ngrenehan/gallery_photo/lokasi-pantai-ngrenehan.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/162.%20Pantai%20Ngrenehan/gallery_photo/pantai-ngrenehan-3-1024x683.jpg,,,https://www.google.com/maps/search/Pantai+Ngrenehan
163,Pantai Nguluran,"Di pantai Nguluran anda hanya bisa melihat hamparan laut luas serta spot foto. Semua fasilitas itu adanya di atas tebing. Sekitar belasan meter dari permukaan air pantai. Spot favorit di resort pantai ini adalah teras kaca. Teras kaca ini dapat dijadikan spot selfie dengan latar belakang pantai. Pengunjung akan mendapatkan foto yang sangat bagus dan indah untuk dipajang di IG, FB, atau media sosial lain. Apalagi jika foto diambil saat sunset. Saat berfoto di teras kaca, pengunjung akan merasakan sensasi yang menegangkan. Sensasi tegang ini timbul akibat teras kaca yang tepat berdiri di atas pinggir laut. Sensasi yang timbul seperti berjalan di atas seutas tali pada ketingian belasan meter di atas air laut. Namun tidak perlu kuatir, pihak pengelola menjamin keselematan para pengunjung, sepanjang tidak melanggar peraturan yang sudah di buat pihak pengelola.","Bahari,Cagar Alam",Yogyakarta,"Rp10,000",4.1,"Dusun Bolang, Desa Girikarto, Kecamatan Panggang, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, 55872.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/163.%20Pantai%20Nguluran/main/pantai-nguyahan-by-%40chills_afz.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/163.%20Pantai%20Nguluran/gallery_photo/Berfoto-di-Teras-Kaca-Pantai-Nguluran-Image-From-%40heynuuuyyy.png,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/163.%20Pantai%20Nguluran/gallery_photo/Pantai-Nguluran-atau-Teras-Kaca.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/163.%20Pantai%20Nguluran/gallery_photo/Pantai-Nguluran.png,,,https://www.google.com/maps/search/Pantai+Nguluran
164,Pantai Parangtritis,"Pantai Parangtritis adalah tempat wisata yang terletak di Desa Parangtritis, Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta. Jaraknya kurang lebih 27 km dari pusat Kota Yogyakarta. Pantai ini boleh terbilang adalah salah satu destinasi wisata terkenal di Yogyakarta dan paling favorit diantara para wisatawan sejak lama, bahkan Pantai Parangtritis telah menjadi ikon pariwisata di Yogyakarta. Pantai Parangtritis mempunyai nilai simbolis yang merupakan garis yang bersifat magis yang menghubungkan Panggung Krapyak, Keraton Yogyakarta, Tugu Yogyakarta dan Gunung Merapi yang dikenal sebagai Garis Imajiner Yogyakarta.\nPantai yang terletak di sisi timur Pantai Parangkusumo ini terkenal diantara para wisatawan karena memiliki legenda yang melekat dengan Ratu Kidul sebagai penguasa laut selatan dan keindahannya. Pantai ini merupakan pantai yang cukup luas di Yogyakarta, berbeda dengan pantai-pantai di kawasan Yogyakarta lainya seperti Pantai di Gunungkidul yang ukurannya relatif kecil.","Bahari,Cagar Alam",Yogyakarta,"Rp10,000",4.5,"Desa Parangtritis, Kecamatan Kretek, Kabupaten Bantul, Daerah Istimewa Yogyakarta, Indonesia.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/164.%20Pantai%20Parangtritis/main/Dusk_till_dawn_(cropped).jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/164.%20Pantai%20Parangtritis/gallery_photo/5d773265365c4.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/164.%20Pantai%20Parangtritis/gallery_photo/6278ae49850e2.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/164.%20Pantai%20Parangtritis/gallery_photo/parangtritis.jpg,,,https://www.google.com/maps/search/Pantai+Parangtritis
165,Pantai Patihan,"Pantai ini terletak di daerah Srigading, Sanden dan cukup dekat dengan Pantai Goa Cemara. Tempatnya juga asyik banget buat foto-foto, nggak beda jauh dengan Pandasari.","Bahari,Cagar Alam",Yogyakarta,"Rp5,000",4.1,"Patihan, Gadingsari, Kec. Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55763",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/165.%20Pantai%20Patihan/main/24054.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/165.%20Pantai%20Patihan/gallery_photo/10.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/165.%20Pantai%20Patihan/gallery_photo/view-pantai.jpg,,,,https://www.google.com/maps/search/Pantai+Patihan
166,Pantai Sadranan,"Pantai Sadranan Jogja adalah butiran intan permata tersembunyi yang tiba-tiba memunculkan diri, dari dalam tumpukan harta karun deretan pantai pantai indah di Jogja. Seperti halnya pantai-pantai lain di kawasan Selatan Jogja, Pantai Sadranan juga memiliki ciri khas pasir putih dengan karang koral di area sangaet dekat dengan bibir pantai. Pasir putih ini mengingatkan pada Pantai terkenal semacam Kuta di Bali dan Mandalika di Lombok. Namun pantai di gunung kidul ini punya kelebihan dari 2 pantai terkenal itu, yaitu terdapatnya koral karang di pantai. Selain itu, pantai ini juga masih terbilang sepi. Kedua kelebihan ini, membuat pengunjung benar-benar bisa menikmati keasrian pantai tanpa harus terganggu hiruk pikuknya manusia.","Bahari,Cagar Alam",Yogyakarta,"Rp10,000",4.6,"Dusun Pulegundes II, Desa Sidoharjo, Kecamatan Tepus, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/166.%20Pantai%20Sadranan/main/pantai-yang-bersih.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/166.%20Pantai%20Sadranan/gallery_photo/866781829.png,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/166.%20Pantai%20Sadranan/gallery_photo/%40alexa_jogja-600x400.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/166.%20Pantai%20Sadranan/gallery_photo/pantai-sadranan-gunung-kidul.jpg,,,https://www.google.com/maps/search/Pantai+Sadranan
167,Pantai Samas ,"Pantai Samas merupakan salah satu pantai yang berada di deretan pantai sebelah timur Pantai Parangtritis. Lokasi Pantai Samas kurang lebih 14 km arah selatan Kota Bantul atau sekitar 35 km dari pusat Kota Yogyakarta, tepatnya di Desa Srigading, Kecamatan Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta.","Bahari,Cagar Alam",Yogyakarta,"Rp4,000",4,"X7V8+R37, Jl. Samas, Dodogan, Srigading, Kec. Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55763",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/167.%20Pantai%20Samas/main/Daya-Tarik-Pantai-Samas.png,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/167.%20Pantai%20Samas/gallery_photo/612b38d15c744.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/167.%20Pantai%20Samas/gallery_photo/Daya%20Tarik%20Pantai%20Samas.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/167.%20Pantai%20Samas/gallery_photo/rute-lokasi-dan-alamat-pantai-samas.jpg,,,https://www.google.com/maps/search/Pantai+Samas+
168,Pantai Sedahan,"Pantai Sedahan ini memiliki garis pantai yang cukup panjang dan cukup luas untuk dijadikan sebagai arena bermain. Pada kedua sisi pantai, terdapat tebing karang yang mengapit pantai ini dan menjorok ke tengah laut. Pantai Sedahan mempunyai deburan ombak yang khas laut selatan dan hamparan pasir putih dengan butiran butiran yang halus. Air Biru kehijauan yang bening, segar, dan berkilauan teritampa cahaya matahari akan menghipnotis siapa pun untuk bermain air dan menceburkan diri di pantai tersebut. Tetapi pengunjung harus tetap berhati hati karena pantai selatan selalu berarus dan berombak kuat, maka para pengunjung tidak disarankan untuk berenang terlalu jauh dari daratan. Pantai Sedahan ini juga dikenal oleh banyak orang sebagai lokasi memancing yang menyenangkan. Banyak pengunjung yang rela dan menyempatkan datang jauh jauh hanya untuk memancing ikan di Pantai Sedahan ini.","Bahari,Cagar Alam",Yogyakarta,"Rp5,000",4.6,"Desa Jepitu, Kecamatan Girisubo, Kabupaten Gunungkidul, DI Yogyakarta",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/168.%20Pantai%20Sedahan/main/Berkemah-di-Pantai-Sedahan.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/168.%20Pantai%20Sedahan/gallery_photo/99748-pantai-sedahan.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/168.%20Pantai%20Sedahan/gallery_photo/Pantai-Sedahan.jpg,,,,https://www.google.com/maps/search/Pantai+Sedahan
